# ex,ey
7.352455516751454923e-06,-7.145636175875935692e-06
7.287581207604532096e-06,-7.229518587670291652e-06
7.223594820082723800e-06,-7.312615948495970741e-06
7.160481183543510042e-06,-7.394936324039980136e-06
7.098225537238711524e-06,-7.476487709573431673e-06
7.036813513439099665e-06,-7.557278027675584653e-06
6.976231118893672090e-06,-7.637315126651778030e-06
6.916464718287329561e-06,-7.716606779173407205e-06
6.857501019807976661e-06,-7.795160681139945424e-06
6.799327059159310238e-06,-7.872984450513209609e-06
6.741930186793254620e-06,-7.950085626512448655e-06
6.685298054920352229e-06,-8.026471669003720777e-06
6.629418605186288005e-06,-8.102149957667226232e-06
6.574280057347614559e-06,-8.177127791914040600e-06
6.519870898613611132e-06,-8.251412390247736539e-06
6.466179873432231773e-06,-8.325010890264383789e-06
6.413195973387075810e-06,-8.397930348263971112e-06
6.360908429869915892e-06,-8.470177739750006651e-06
6.309306702756423135e-06,-8.541759958929917573e-06
6.258380475077096605e-06,-8.612683819020361398e-06
6.208119643691389911e-06,-8.682956052719070783e-06
6.158514312959439962e-06,-8.752583312010564498e-06
6.109554786970505802e-06,-8.821572168915547962e-06
6.061231563769808872e-06,-8.889929115490913247e-06
6.013535328919239475e-06,-8.957660564579139617e-06
5.966456950057263953e-06,-9.024772850030338134e-06
5.919987470237586535e-06,-9.091272227285118745e-06
5.874118104154391062e-06,-9.157164873874190647e-06
5.828840231703047436e-06,-9.222456890028984944e-06
5.784145394205353341e-06,-9.287154299320032891e-06
5.740025288858419117e-06,-9.351263049073299527e-06
5.696471765737065596e-06,-9.414789011202850944e-06
5.653476822242708977e-06,-9.477737982682699069e-06
5.611032599661669451e-06,-9.540115686407224516e-06
5.569131379834502127e-06,-9.601927771690776936e-06
5.527765580715104932e-06,-9.663179815072586720e-06
5.486927753595161050e-06,-9.723877321038409960e-06
5.446610578885291432e-06,-9.784025722686662263e-06
5.406806863894608739e-06,-9.843630382339041418e-06
5.367509539278003672e-06,-9.902696592373194662e-06
5.328711656260587404e-06,-9.961229576138652675e-06
5.290406382973955601e-06,-1.001923448837316322e-05
5.252587003012898492e-06,-1.007671641592433609e-05
5.215246912437798699e-06,-1.013368037891537732e-05
5.178379616110895256e-06,-1.019013133096713375e-05
5.141978727252194403e-06,-1.024607416028056051e-05
5.106037963109599787e-06,-1.030151369010856577e-05
5.070551144070734040e-06,-1.035645467972745593e-05
5.035512190776358921e-06,-1.041090182510306938e-05
5.000915122566063076e-06,-1.046485975952915481e-05
4.966754054480659875e-06,-1.051833305434901611e-05
4.933023196262986687e-06,-1.057132621981593523e-05
4.899716849804391927e-06,-1.062384370556501700e-05
4.866829408145534330e-06,-1.067588990166790097e-05
4.834355352256736182e-06,-1.072746913899358390e-05
4.802289250815938715e-06,-1.077858569012435375e-05
4.770625756878033030e-06,-1.082924376985539006e-05
4.739359608096904708e-06,-1.087944753619396465e-05
4.708485623838853940e-06,-1.092920109069250856e-05
4.677998703628283295e-06,-1.097850847936454599e-05
4.647893826481563906e-06,-1.102737369310102800e-05
4.618166048797611722e-06,-1.107580066872504432e-05
4.588810502803575275e-06,-1.112379328926937916e-05
4.559822395666657258e-06,-1.117135538469815614e-05
4.531197008161846895e-06,-1.121849073279501674e-05
4.502929692451473898e-06,-1.126520305938516486e-05
4.475015871863163852e-06,-1.131149603941783433e-05
4.447451039446548293e-06,-1.135737329702179998e-05
4.420230755863840955e-06,-1.140283840689315653e-05
4.393350649278815467e-06,-1.144789489407327387e-05
4.366806413913515428e-06,-1.149254623511453133e-05
4.340593808382919860e-06,-1.153679585833011778e-05
4.314708655139831706e-06,-1.158064714468221013e-05
4.289146839364654795e-06,-1.162410342805952901e-05
4.263904307744148525e-06,-1.166716799597122822e-05
4.238977066917115621e-06,-1.170984409018527295e-05
4.214361183918491349e-06,-1.175213490722804011e-05
4.190052783625830557e-06,-1.179404359885616316e-05
4.166048048537263071e-06,-1.183557327261164360e-05
4.142343217772292974e-06,-1.187672699246022923e-05
4.118934586516687091e-06,-1.191750777915223658e-05
4.095818503579984338e-06,-1.195791861097195152e-05
4.072991372949807953e-06,-1.199796242395967383e-05
4.050449651238352544e-06,-1.203764211268887330e-05
4.028189846350116454e-06,-1.207696053059925667e-05
4.006208518481102487e-06,-1.211592049044085684e-05
3.984502278120416463e-06,-1.215452476496792222e-05
3.963067785162088796e-06,-1.219277608727198370e-05
3.941901748460985289e-06,-1.223067715128145494e-05
3.921000925610762522e-06,-1.226823061209469934e-05
3.900362120390354903e-06,-1.230543908670167497e-05
3.879982184540331502e-06,-1.234230515431700148e-05
3.859858014876316190e-06,-1.237883135679629376e-05
3.839986554066143754e-06,-1.241502019894147324e-05
3.820364788631458453e-06,-1.245087414933343517e-05
3.800989749613847835e-06,-1.248639564027653748e-05
3.781858510687463593e-06,-1.252158706871453475e-05
3.762968188492088473e-06,-1.255645079617506710e-05
3.744315941411890947e-06,-1.259098914951906067e-05
3.725898968798269095e-06,-1.262520442124603903e-05
3.707714511302917515e-06,-1.265909886979943444e-05
3.689759848879425874e-06,-1.269267472009394382e-05
3.672032301338390425e-06,-1.272593416390410681e-05
3.654529227570257888e-06,-1.275887936011410595e-05
3.637248024324080120e-06,-1.279151243524512260e-05
3.620186125985469516e-06,-1.282383548376064830e-05
3.603341004576599005e-06,-1.285585056851057395e-05
3.586710168423934419e-06,-1.288755972100874558e-05
3.570291162380279104e-06,-1.291896494176603127e-05
3.554081566159439376e-06,-1.295006820076216592e-05
3.538078995113380643e-06,-1.298087143772330698e-05
3.522281099010982075e-06,-1.301137656262163489e-05
3.506685561593947398e-06,-1.304158545567535299e-05
3.491290100465782587e-06,-1.307149996807033254e-05
3.476092466092595146e-06,-1.310112192201562387e-05
3.461090441692071806e-06,-1.313045311127081227e-05
3.446281842345300106e-06,-1.315949530131255152e-05
3.431664515551879902e-06,-1.318825022988967532e-05
3.417236339453566529e-06,-1.321671960693993064e-05
3.402995223389382318e-06,-1.324490511525611147e-05
3.388939107118460470e-06,-1.327280841084688134e-05
3.375065960486978156e-06,-1.330043112282575102e-05
3.361373782651000397e-06,-1.332777485418823460e-05
3.347860602076480063e-06,-1.335484118175633839e-05
3.334524476095168666e-06,-1.338163165673367239e-05
3.321363490793594053e-06,-1.340814780470545031e-05
3.308375759569770480e-06,-1.343439112630462340e-05
3.295559424132399329e-06,-1.346036309723963598e-05
3.282912653168601480e-06,-1.348606516854422566e-05
3.270433642121872708e-06,-1.351149876704926811e-05
3.258120613636172891e-06,-1.353666529554931053e-05
3.245971816112636077e-06,-1.356156613302461622e-05
3.233985523487525882e-06,-1.358620263494647595e-05
3.222160036009391604e-06,-1.361057613369354158e-05
3.210493678795778294e-06,-1.363468793863509276e-05
3.198984801722204452e-06,-1.365853933638083717e-05
3.187631779311139724e-06,-1.368213159119724409e-05
3.176433010509960297e-06,-1.370546594514632233e-05
3.165386917802770483e-06,-1.372854361827990921e-05
3.154491947876536528e-06,-1.375136580916702655e-05
3.143746570288818987e-06,-1.377393369464408046e-05
3.133149277911861930e-06,-1.379624843073079532e-05
3.122698586155436828e-06,-1.381831115215836903e-05
3.112393033299909462e-06,-1.384012297331316255e-05
3.102231179052949983e-06,-1.386168498779261071e-05
3.092211605992822854e-06,-1.388299826915462276e-05
3.082332918014074608e-06,-1.390406387088982676e-05
3.072593739994466944e-06,-1.392488282681014766e-05
3.062992718461110542e-06,-1.394545615104880731e-05
3.053528520702286642e-06,-1.396578483861543596e-05
3.044199834545402439e-06,-1.398586986536831667e-05
3.035005368356991085e-06,-1.400571218812540764e-05
3.025943850265555568e-06,-1.402531274544149831e-05
3.017014029160769439e-06,-1.404467245710860901e-05
3.008214672584053062e-06,-1.406379222479436919e-05
2.999544568171863546e-06,-1.408267293226406203e-05
2.991002522767516325e-06,-1.410131544549164673e-05
2.982587361977095952e-06,-1.411972061290955871e-05
2.974297930391500699e-06,-1.413788926549197633e-05
2.966133091031331048e-06,-1.415582221711564337e-05
2.958091725568934294e-06,-1.417352026483742478e-05
2.950172733329203822e-06,-1.419098418875552881e-05
2.942375032288779835e-06,-1.420821475253686295e-05
2.934697557632759413e-06,-1.422521270361132295e-05
2.927139262420830335e-06,-1.424197877317179284e-05
2.919699116921137261e-06,-1.425851367653496737e-05
2.912376108721304035e-06,-1.427481811322461880e-05
2.905169242284344477e-06,-1.429089276724915258e-05
2.898077539170706984e-06,-1.430673830732365204e-05
2.891100037150096114e-06,-1.432235538689763388e-05
2.884235790867606397e-06,-1.433774464462689302e-05
2.877483871288610828e-06,-1.435290670423472470e-05
2.870843365032627048e-06,-1.436784217495601368e-05
2.864313375261495764e-06,-1.438255165170376770e-05
2.857893020569157727e-06,-1.439703571498585077e-05
2.851581435425742939e-06,-1.441129493143233908e-05
2.845377769400414536e-06,-1.442532985385103217e-05
2.839281187938524909e-06,-1.443914102136623079e-05
2.833290871251392673e-06,-1.445272895969629268e-05
2.827406014760391884e-06,-1.446609418115363255e-05
2.821625828763885124e-06,-1.447923718500554457e-05
2.815949538326201207e-06,-1.449215845769624700e-05
2.810376382611501356e-06,-1.450485847265259309e-05
2.804905616216046838e-06,-1.451733769117224959e-05
2.799536507058775214e-06,-1.452959656178531844e-05
2.794268338046634881e-06,-1.454163552092047063e-05
2.789100405742317434e-06,-1.455345499312699076e-05
2.784032020364257676e-06,-1.456505539085273249e-05
2.779062506230722818e-06,-1.457643711502698558e-05
2.774191201648790184e-06,-1.458760055503272035e-05
2.769417457804124183e-06,-1.459854608884536553e-05
2.764740639649154730e-06,-1.460927408331036403e-05
2.760160125681032639e-06,-1.461978489439297313e-05
2.755675307053451206e-06,-1.463007886709499772e-05
2.751285588131757720e-06,-1.464015633581561282e-05
2.746990386826020369e-06,-1.465001762443463029e-05
2.742789132814671405e-06,-1.465966304650678786e-05
2.738681269542908581e-06,-1.466909290565032720e-05
2.734666252335316017e-06,-1.467830749518617139e-05
2.730743549395064917e-06,-1.468730709885956998e-05
2.726912641359824363e-06,-1.469609199056254312e-05
2.723173020857672100e-06,-1.470466243497225989e-05
2.719524193173228355e-06,-1.471301868730123807e-05
2.715965675137432811e-06,-1.472116099354714436e-05
2.712496996237767632e-06,-1.472908959093688352e-05
2.709117697508034439e-06,-1.473680470762128714e-05
2.705827331528354307e-06,-1.474430656331349176e-05
2.702625463091301583e-06,-1.475159536923342785e-05
2.699511668313725465e-06,-1.475867132810781968e-05
2.696485535191861516e-06,-1.476553463461427462e-05
2.693546662824175542e-06,-1.477218547543679428e-05
2.690694661522385900e-06,-1.477862402943230791e-05
2.687929153477597310e-06,-1.478485046771393918e-05
2.685249771428033227e-06,-1.479086495392856193e-05
2.682656159658236561e-06,-1.479666764434006687e-05
2.680147973443958165e-06,-1.480225868819018409e-05
2.677724878719089929e-06,-1.480763822730990498e-05
2.675386552297709386e-06,-1.481280639709092739e-05
2.673132682096124313e-06,-1.481776332595829970e-05
2.670962966466738919e-06,-1.482250913584226559e-05
2.668877114531120753e-06,-1.482704394234479750e-05
2.666874845624889190e-06,-1.483136785471184105e-05
2.664955890296916152e-06,-1.483548097622189310e-05
2.663119988421946971e-06,-1.483938340429702407e-05
-1.919820540557948263e-04,4.695985034386396251e-05
-4.274006119240336687e-04,1.215216187258061353e-04
-6.613903519704367184e-04,1.944884553821690787e-04
-8.939143613369004981e-04,2.657073016611721794e-04
-1.124917562858818165e-03,3.349578895610050289e-04
-1.354444286297606936e-03,4.023698983775247928e-04
-1.582517005280004163e-03,4.679974614794357723e-04
-1.809193852260082558e-03,5.320241362456457068e-04
-2.034516453654600099e-03,5.945775217823523473e-04
-2.258537617714440060e-03,6.558283965674982507e-04
-2.481298886766070133e-03,7.159098410979281013e-04
-2.702843785646003028e-03,7.749648625533789303e-04
-2.923208231281892999e-03,8.331112859748801558e-04
-3.142426897176253675e-03,8.904646796833171063e-04
-3.360529197643846722e-03,9.471233476309182109e-04
-3.577542394440191842e-03,1.003179505351975420e-03
-3.793489990186804661e-03,1.058713085614171323e-03
-4.008393292576850619e-03,1.113797331342730734e-03
-4.222270836806041316e-03,1.168496432601140445e-03
-4.435139212458194535e-03,1.222868448427338883e-03
-4.647012913700510062e-03,1.276964575838368532e-03
-4.857904805975699070e-03,1.330830771428953563e-03
-5.067826143803189076e-03,1.384507685848551661e-03
-5.276786854831572171e-03,1.438031632355285527e-03
-5.484795614512760764e-03,1.491434767050409116e-03
-5.691860032316808926e-03,1.544745713201761683e-03
-5.897986737775973154e-03,1.597989809592165189e-03
-6.103181510469846138e-03,1.651189541168274211e-03
-6.307449360121730741e-03,1.704364784263528998e-03
-6.510794621671589510e-03,1.757533119671333965e-03
-6.713221024024829120e-03,1.810710049553715395e-03
-6.914731761820558376e-03,1.863909233514482455e-03
-7.115329552245475142e-03,1.917142671313626368e-03
-7.315016690305320424e-03,1.970420885130053090e-03
-7.513795094883701786e-03,2.023753069778283509e-03
-7.711666351827739518e-03,2.077147235484716470e-03
-7.908631750912498148e-03,2.130610329828780403e-03
-8.104692319672479606e-03,2.184148350564685259e-03
-8.299848852908020547e-03,2.237766443942745820e-03
-8.494101939365727993e-03,2.291468994323392350e-03
-8.687451985224692308e-03,2.345259703169733090e-03
-8.879899235193389195e-03,2.399141660448023128e-03
-9.071443791177524751e-03,2.453117407973992581e-03
-9.262085628987337671e-03,2.507188996409309700e-03
-9.451824613168735567e-03,2.561358036016064821e-03
-9.640660510248699744e-03,2.615625742209720661e-03
-9.828593000514529443e-03,2.669992976210955327e-03
-1.001562168852465629e-02,2.724460281483015445e-03
-1.020174611246393859e-02,2.779027916289950051e-03
-1.038696575249031806e-02,2.833695882861531068e-03
-1.057128003816798500e-02,2.888463953472641954e-03
-1.075468835509751919e-02,2.943331693798595383e-03
-1.093719005082482987e-02,2.998298483810918347e-03
-1.111878444011171752e-02,3.053363536488468144e-03
-1.129947080963478179e-02,3.108525914565590798e-03
-1.147924842217751262e-02,3.163784545529180203e-03
-1.165811652036985446e-02,3.219138235047047658e-03
-1.183607433002420439e-02,3.274585678994190729e-03
-1.201312106311358541e-02,3.330125474223816218e-03
-1.218925592042940931e-02,3.385756128215677840e-03
-1.236447809395380126e-02,3.441476067720078413e-03
-1.253878676897945965e-02,3.497283646502258314e-03
-1.271218112600169814e-02,3.553177152282871454e-03
-1.288466034241042557e-02,3.609154812958204062e-03
-1.305622359400082644e-02,3.665214802175992270e-03
-1.322687005632594559e-02,3.721355244334284551e-03
-1.339659890590394475e-02,3.777574219064633310e-03
-1.356540932130101407e-02,3.833869765251962658e-03
-1.373330048409837634e-02,3.890239884641905066e-03
-1.390027157975992633e-02,3.946682545076712900e-03
-1.406632179840827668e-02,4.003195683400156968e-03
-1.423145033552186689e-02,4.059777208064802023e-03
-1.441478652936245552e-02,4.214745932200003598e-03
-1.460576094677856762e-02,4.415618292652578880e-03
-1.479881247969061508e-02,4.634486325921366445e-03
-1.499161332790932555e-02,4.859542224505686292e-03
-1.518298889709623900e-02,5.084692650219851950e-03
-1.537247825434662207e-02,5.307456791925985184e-03
-1.555987985907147930e-02,5.526669660300992382e-03
-1.574514646379177041e-02,5.741969017680703669e-03
-1.592828612486707485e-02,5.953285959898191315e-03
-1.610933760352029065e-02,6.160721551881520597e-03
-1.628834892127062339e-02,6.364433927434881566e-03
-1.646537181472695899e-02,6.564609338287230589e-03
-1.664045723612195271e-02,6.761437507149747894e-03
-1.681365425582725948e-02,6.955105295802732623e-03
-1.698500925590806787e-02,7.145791717957566958e-03
-1.715456584492358605e-02,7.333666941255062577e-03
-1.732236484006377530e-02,7.518891646603520496e-03
-1.748844439433283604e-02,7.701617238163899204e-03
-1.765284013132817353e-02,7.881986124444989583e-03
-1.781558530189186751e-02,8.060132162061500738e-03
-1.797671093415798005e-02,8.236181095271688513e-03
-1.813624598006635669e-02,8.410251009047992055e-03
-1.829421745287507228e-02,8.582452760856368323e-03
-1.844219205185937405e-02,8.698770783029746712e-03
-1.858433495590516848e-02,8.784532816575402192e-03
-1.872299231266549846e-02,8.854204353230699098e-03
-1.885947913242336238e-02,8.916002892990104733e-03
-1.899452493585285229e-02,8.974555754102497840e-03
-1.912852690152633262e-02,9.032430407912239723e-03
-1.926169398427501900e-02,9.091015287579412574e-03
-1.939412903386583675e-02,9.151026501490078235e-03
-1.952587557965690390e-02,9.212799128725523978e-03
-1.965694445586774197e-02,9.276454494030889064e-03
-1.978732892052503800e-02,9.341996059500257132e-03
-1.991701320767802486e-02,9.409364244055973270e-03
-2.004597733407220694e-02,9.478467623286079835e-03
-2.017419977180712198e-02,9.549200557126130695e-03
-2.030165890740354140e-02,9.621453028696519416e-03
-2.042833381281750071e-02,9.695116022284566704e-03
-2.055420462828172479e-02,9.770084354807279103e-03
-2.067925272793447178e-02,9.846258061259105521e-03
-2.080346076555417145e-02,9.923542966201071014e-03
-2.092681265566831428e-02,1.000185080375862179e-02
-2.104929352130324727e-02,1.008109909349527711e-02
-2.117088962596147539e-02,1.016121089033619751e-02
-2.129158829960897670e-02,1.024211447546263809e-02
-2.141137786402957932e-02,1.032374302567640179e-02
-2.153024756038302012e-02,1.040603428187661383e-02
-2.164818748038810359e-02,1.048893022765834404e-02
-2.176518850175979125e-02,1.057237678356542920e-02
-2.188124222808185415e-02,1.065632351943862632e-02
-2.199634093306879201e-02,1.074072338557557904e-02
-2.211047750903627485e-02,1.082553246248127432e-02
-2.222364541935073490e-02,1.091070972849492171e-02
-2.233583865459620732e-02,1.099621684433990665e-02
-2.244705169219940455e-02,1.108201795354657460e-02
-2.255727945925456446e-02,1.116807949768214292e-02
-2.266651729830870821e-02,1.125437004534513008e-02
-2.277476093587516015e-02,1.134086013392943126e-02
-2.288200645346449846e-02,1.142752212322062366e-02
-2.298825026093387347e-02,1.151433005994606518e-02
-2.309348907197095180e-02,1.160125955246296692e-02
-2.319771988154306630e-02,1.168828765482468612e-02
-2.330093994515713973e-02,1.177539275952277364e-02
-2.340314675978183434e-02,1.186255449825321384e-02
-2.350433804630391865e-02,1.194975365010456092e-02
-2.360451173339250808e-02,1.203697205661072300e-02
-2.370366594266082316e-02,1.212419254315291739e-02
-2.380179897502032738e-02,1.221139884623470562e-02
-2.389890929813143217e-02,1.229857554618865589e-02
-2.399499553486372783e-02,1.238570800490837454e-02
-2.409005645268469387e-02,1.247278230822895795e-02
-2.418409095390028352e-02,1.255978521260694980e-02
-2.427709806668187920e-02,1.264670409577930976e-02
-2.436907693681433784e-02,1.273352691110252177e-02
-2.446002682010606222e-02,1.282024214529717265e-02
-2.454994707541202636e-02,1.290683877934337143e-02
-2.463883715821524323e-02,1.299330625229197511e-02
-2.472669661472459701e-02,1.307963442777346219e-02
-2.481352507644685179e-02,1.316581356300361438e-02
-2.489932225519453368e-02,1.325183428009954478e-02
-2.498408793849271614e-02,1.333768753953459840e-02
-2.506782198535717487e-02,1.342336461557164240e-02
-2.515052432240705294e-02,1.350885707352886267e-02
-2.523219494029094179e-02,1.359415674874067670e-02
-2.531283389039784559e-02,1.367925572708858506e-02
-2.539244128183104632e-02,1.376414632698461094e-02
-2.547101727862166598e-02,1.384882108270010792e-02
-2.554856209716704907e-02,1.393327272893965518e-02
-2.562507600386876305e-02,1.401749418656791923e-02
-2.570055931296078011e-02,1.410147854940405066e-02
-2.577501238450785603e-02,1.418521907200431809e-02
-2.584843562256211591e-02,1.426870915836014886e-02
-2.592082947346496802e-02,1.435194235144354735e-02
-2.599219442428035709e-02,1.443491232353738551e-02
-2.606253100135280665e-02,1.451761286729250089e-02
-2.613183976897492933e-02,1.460003788745795061e-02
-2.620012132815974226e-02,1.468218139323479443e-02
-2.626737631550646324e-02,1.476403749120705489e-02
-2.633360540215345935e-02,1.484560037880772176e-02
-2.639880929281002153e-02,1.492686433828030457e-02
-2.646298872486185783e-02,1.500782373109899037e-02
-2.652614446754297806e-02,1.508847299281418364e-02
-2.658827732116919584e-02,1.516880662829142579e-02
-2.664938811642669769e-02,1.524881920731621654e-02
-2.670947771371434687e-02,1.532850536053542712e-02
-2.676854700253095132e-02,1.540785977571290655e-02
-2.682659690090694049e-02,1.548687719427499498e-02
-2.688362835487478897e-02,1.556555240812459995e-02
-2.693964233797685459e-02,1.564388025670471194e-02
-2.699463985080474693e-02,1.572185562429254113e-02
-2.704862192057033710e-02,1.579947343750751076e-02
-2.710158960070352396e-02,1.587672866301767516e-02
-2.715354397047609059e-02,1.595361630542904696e-02
-2.720448613464720999e-02,1.603013140534628733e-02
-2.725441722313226567e-02,1.610626903758977102e-02
-2.730333839068843638e-02,1.618202430955970050e-02
-2.735125081661915480e-02,1.625739235973527874e-02
-2.739815570449466442e-02,1.633236835629911510e-02
-2.744405428188612106e-02,1.640694749587848222e-02
-2.748894780011301719e-02,1.648112500239365397e-02
-2.753283753400415090e-02,1.655489612600649640e-02
-2.757572478166636643e-02,1.662825614216131842e-02
-2.761761086426617329e-02,1.670120035071187559e-02
-2.765849712581824882e-02,1.677372407512686681e-02
-2.769838493298293347e-02,1.684582266177001020e-02
-2.773727567487016543e-02,1.691749147924756502e-02
-2.777517076285063169e-02,1.698872591781933061e-02
-2.781207163037224817e-02,1.705952138886790426e-02
-2.784797973278219096e-02,1.712987332442247879e-02
-2.788289654715325749e-02,1.719977717673204509e-02
-2.791682357211411336e-02,1.726922841788583463e-02
-2.794976232768398017e-02,1.733822253947647773e-02
-2.798171435511020988e-02,1.740675505230246389e-02
-2.801268121670807965e-02,1.747482148610837727e-02
-2.804266449570347319e-02,1.754241738935835571e-02
-2.807166579607911494e-02,1.760953832904157967e-02
-2.809968674241880571e-02,1.767617989050668248e-02
-2.812672897975831976e-02,1.774233767732311118e-02
-2.815279417343341528e-02,1.780800731116782831e-02
-2.817788400893050937e-02,1.787318443173427363e-02
-2.820200019173890738e-02,1.793786469666333594e-02
-2.822514444720247706e-02,1.800204378149344864e-02
-2.824731852037221103e-02,1.806571737962914259e-02
-2.826852417585945521e-02,1.812888120232603040e-02
-2.828876319768891534e-02,1.819153097869172231e-02
-2.830803738915221857e-02,1.825366245569987056e-02
-2.832634857266036477e-02,1.831527139821850780e-02
-2.834369858959773225e-02,1.837635358904973759e-02
-2.836008930017375196e-02,1.843690482898041605e-02
-2.837552258327602495e-02,1.849692093684332517e-02
-2.839000033632155251e-02,1.855639774958725563e-02
-2.840352447510940959e-02,1.861533112235574938e-02
-2.841609693366997647e-02,1.867371692857427989e-02
-2.842771966411627993e-02,1.873155106004287251e-02
-2.843839463649366905e-02,1.878882942703719028e-02
-2.844812383862749261e-02,1.884554795841419939e-02
-2.845690927597244180e-02,1.890170260172352457e-02
-2.846475297145933947e-02,1.895728932332382821e-02
-2.847165696534148527e-02,1.901230410850349162e-02
-2.847762331504033462e-02,1.906674296160498772e-02
-2.848265409499028955e-02,1.912060190615319510e-02
-2.848675139648293442e-02,1.917387698498645987e-02
-2.848991732750927319e-02,1.922656426039068278e-02
-2.849215401260241087e-02,1.927865981423576569e-02
-2.849346359267868056e-02,1.933015974811430615e-02
-2.849384822487710522e-02,1.938106018348220716e-02
-2.849331008239985863e-02,1.943135726180056366e-02
-2.849185135434950666e-02,1.948104714467918663e-02
-2.848947424556724783e-02,1.953012601402145942e-02
-2.848618097646893332e-02,1.957859007216927738e-02
-2.848197378288075399e-02,1.962643554204970830e-02
-2.847685491587426121e-02,1.967365866732148638e-02
-2.847082664159938936e-02,1.972025571252195020e-02
-2.846389124111781133e-02,1.976622296321436933e-02
-2.845605101023518380e-02,1.981155672613502117e-02
-2.844730825933128315e-02,1.985625332934021214e-02
-2.843766531319114055e-02,1.990030912235329907e-02
-2.842712451083384551e-02,1.994372047631071121e-02
-2.841568820534123851e-02,1.998648378410827764e-02
-2.840335876368549339e-02,2.002859546054611140e-02
-2.839013856655614454e-02,2.007005194247310498e-02
-2.837603000818589294e-02,2.011084968893114833e-02
-2.836103549617652320e-02,2.015098518129726513e-02
-2.834515745132248909e-02,2.019045492342594339e-02
-2.832839830743538734e-02,2.022925544178943991e-02
-2.831076051116709902e-02,2.026738328561755731e-02
-2.829224652183126576e-02,2.030483502703600562e-02
-2.827285881122643119e-02,2.034160726120329277e-02
-2.825259986345540764e-02,2.037769660644650482e-02
-2.823147217474675230e-02,2.041309970439555976e-02
-2.820947825327446701e-02,2.044781322011593461e-02
-2.818662061897658777e-02,2.048183384224025461e-02
-2.816290180337399640e-02,2.051515828309755096e-02
-2.813832434938834393e-02,2.054778327884179689e-02
-2.811289081116008504e-02,2.057970558957814000e-02
-2.808660375386440311e-02,2.061092199948763581e-02
-2.805946575352868955e-02,2.064142931695056582e-02
-2.803147939684724754e-02,2.067122437466736851e-02
-2.800264728099821632e-02,2.070030402977840467e-02
-2.797297201345794182e-02,2.072866516398116921e-02
-2.794245621181545847e-02,2.075630468364661474e-02
-2.791110250358752598e-02,2.078321951993267191e-02
-2.787891352603177886e-02,2.080940662889615989e-02
